"gene","module","variance"
"HAMP","M3",4.03716241960143
"CAND2","M1",4.03695499628769
"OR4C46","M2",4.03351900534278
"LOC151438","M3",4.02730162567271
"ATP6V0D2","M3",4.02622844147769
"IL17B","M1",4.02129040562829
"CLEC1B","M3",4.02096077825334
"MYO5C","M1",4.02084885876974
"LOC440337","M3",4.02012902036685
"MYOZ2","M1",4.01911616776428
"ALOX5","M3",4.01130078502551
"C10orf63","M3",4.01109649819825
"GAL","M3",3.99886917215616
"LEP","M2",3.99836595726276
"IRF8","M3",3.99472112591749
"JARID1D","M2",3.99367187232585
"HCK","M3",3.98645274780601
"LTF","M2",3.9842907923139
"ALOX5AP","M3",3.984080576301
"SLC7A10","M1",3.97955265818282
"PBK","M3",3.97578923585092
"RNF128","M3",3.97521265360406
"LOC92973","M1",3.97463483762088
"SLC10A1","M3",3.97244964062712
"PDE10A","M5",3.96786590746636
"RAMP3","M1",3.95888625405381
"FBXO16","M1",3.95588986006081
"RAPGEF5","M1",3.95537815173922
"CCDC85A","M1",3.95521205330622
"IGKV1-5","M3",3.95117598461327
"GPR78","M3",3.95049976044918
"APOB48R","M3",3.94850873479617
"KRT7","M3",3.94598498618111
"LRRC25","M3",3.94521363050162
"JAKMIP3","M2",3.94426968298218
"AK2P2","M3",3.94391626175601
"KLK7","M3",3.93741293279982
"BMF","M3",3.93730086426037
"POU2AF1","M3",3.93632379084555
"DUSP27","M1",3.93467677033081
"C1QTNF9","M1",3.93347414200858
"ABCC3","M3",3.93066283130848
"GLYAT","M2",3.92848690726042
"PTGDS","M4",3.92279587236008
"CSF2RA","M3",3.92085141661233
"SULT1C4","M3",3.91832504343444
"MYL9","M1",3.9159928480047
"GDF6","M4",3.9100081714077
"PMAIP1","M3",3.90542933249589
"CSRP2","M1",3.90539162513355
"TIMP1","M3",3.9053487765548
"SYK","M3",3.90400394159955
"GLRB","M1",3.90252509866856
"PLEK","M3",3.89724751022699
"COL21A1","M1",3.89720804945567
"MUM1L1","M4",3.89682998744345
"CTSD","M3",3.89467378087378
"TMEM35","M1",3.89344875492492
"SEMA5B","M1",3.89317148876146
"RBM20","M1",3.89179568001563
"C3AR1","M3",3.89075233574873
"KBTBD5","M1",3.89044561557649
"TEF","M3",3.8901721675546
"WDR67","M3",3.88975565868457
"HMGA2","M3",3.88894249248111
"CD14","M3",3.8882532862795
"SLCO2A1","M1",3.88814058320408
"C1orf170","M1",3.88546205241247
"FZD3","M1",3.88479213438693
"HLA-DQB1","M3",3.88304756180411
"IKBKE","M3",3.87954579847914
"IGSF21","M3",3.8794993439769
"KRT18P40","M3",3.87203441432033
"SMYD1","M1",3.87120722746293
"KYNU","M3",3.86797248238032
"KRT6B","M2",3.86758283810853
"MAPK4","M1",3.86605852046553
"SERPINA5","M1",3.86593814736712
"PTPN22","M3",3.86126161494342
"C6","M4",3.85866647653621
"NDRG2","M1",3.85003175372498
"SPRR2C","M2",3.84965759204851
"LOC401847","M3",3.84947016608148
"MKX","M1",3.84921957083917
"IGHM","M3",3.84801722814032
"KANK4","M1",3.84026737863816
"RGS6","M1",3.83940224339442
"TLR2","M3",3.83935798326273
"ADAMTS4","M3",3.83767716221024
"TF","M1",3.83387005595781
"COL14A1","M1",3.83264508202814
"DDIT4L","M1",3.83198317503593
"VAMP8","M3",3.83121414389711
"PLCXD3","M1",3.8298277135572
"LOC283143","M3",3.82566649898625
"NMNAT2","M1",3.8146226008589
"COL6A6","M1",3.81232134984984
"MYO18B","M1",3.80757164047604
"KRT18P28","M3",3.80516406267764
"APCDD1L","M3",3.80456685263861
"KRT18P34","M3",3.8037070994087
"FERMT3","M3",3.79852340008133
"GNAI1","M1",3.79692882516866
"PYGM","M1",3.79440137641731
"FAM47E","M1",3.79344816851465
"RP11-45B20.2","M1",3.7932053672234
"SGCA","M1",3.7914546815284
"CTXN3","M3",3.78402565782384
"LILRB2","M3",3.7836179625629
"CXXC4","M1",3.77731287618674
"SLC16A6","M3",3.77689776819687
"MAPK13","M3",3.77683567259115
"hCG_2019139","M1",3.77574293861336
"SLPI","M4",3.77208123097798
"FLJ10232","M2",3.7707269231754
"AIFM3","M3",3.77070598254101
"MS4A4A","M3",3.76697812703333
"RAI2","M1",3.76339494186515
"ISG15","M3",3.76322451525468
"GAP43","M3",3.76011931370807
"SLITRK3","M5",3.75593380954123
"PIP5K1B","M1",3.75591736795425
"SCN4B","M1",3.75542454054879
"UGT2B7","M2",3.75523137054948
"LOC100131756","M3",3.75124855887428
"FMN1","M3",3.73867302888119
"HMBOX1","M3",3.73611988332356
"COL10A1","M3",3.73201282669089
"NCAPG","M3",3.73113344384798
"AR","M1",3.72851267649241
"MIAT","M3",3.72376629651465
"LOC100131733","M3",3.72256411835701
"CD83","M3",3.72124655521365
"KRT16","M3",3.72075732741347
"CCR5","M3",3.71911201549275
"C5AR1","M3",3.71864402721355
"PARD6A","M5",3.7179807658209
"ARG1","M3",3.7178232588067
"CNN1","M1",3.71533993912102
"MMP10","M3",3.71396854248639
"CCDC3","M1",3.71322218415313
"TLR8","M3",3.7121356954614
"LIF","M3",3.7108307719603
"FAM70A","M2",3.71074231033952
"ALLC","M1",3.71025425819807
"PARVG","M3",3.70740358772654
"KRT18P42","M3",3.70686063854593
"ANKRD23","M1",3.70392689983724
"DACT2","M4",3.70145572593718
"ANGPTL4","M3",3.69980136765096
"COL9A3","M1",3.69714174964346
"RGS4","M3",3.69642769191857
"LY86","M3",3.6937139741715
"CYorf15B","M2",3.69314581591029
"SEZ6L2","M3",3.68695194090299
"CDH2","M3",3.68625496112922
"APOB","M1",3.6857156871288
"FZD10","M1",3.68554876137436
"TTLL7","M1",3.68519634329248
"PRRT2","M1",3.68231724279425
"ARL11","M3",3.68226778685659
"ITGB2","M3",3.6807604770414
"CDH3","M3",3.67613122061719
"GZMB","M3",3.67382138538879
"EMR1","M3",3.67184386623164
"NR3C2","M1",3.67060507891761
"WSCD1","M1",3.66736956880304
"STEAP4","M1",3.66617457713049
"ADCY5","M1",3.65675806090649
"CCL5","M3",3.65602124440517
"AQP7P2","M1",3.65483060591081
"LOC652494","M3",3.65336542285718
"SCGB2A2","M2",3.64933853607243
"ABCA9","M1",3.64602141032347
"DUSP2","M3",3.64432457749769
"SDSL","M3",3.64182186406862
"MPP7","M1",3.63137133297317
"CACNG1","M1",3.63032454084358
"WNT5A","M3",3.62934711464999
"CXCR6","M3",3.62919474164898
"RELN","M1",3.62802370254271
"PPARGC1A","M1",3.62180788615576
"PEBP4","M1",3.6185058369415
"SLC1A3","M3",3.61838604570979
"CHRNA1","M1",3.61708427260822
"HTR2B","M1",3.61327007851318
"LAD1","M3",3.61024900559333
"SYNPO2L","M1",3.60971369580271
"DOK6","M1",3.6079780639373
"LOXL2","M3",3.60466034966317
"CLEC14A","M1",3.60375191146621
"ASPN","M1",3.60370134687766
"SHISA3","M1",3.60244329463371
"IL2RA","M3",3.5973267875177
"KLRC3","M3",3.59499389854838
"C3orf45","M1",3.59417869862004
"ANXA13","M3",3.59375004010374
"GCHFR","M3",3.59273194876398
"SMTN","M1",3.59044614448746
"STC2","M3",3.58803210393517
"CCR7","M3",3.58522786587791
"KRT18P33","M3",3.58304912988549
"GNG13","M2",3.58255896891479
"FLJ40504","M3",3.57852513176792
"PPFIA2","M1",3.57840531002175
"SVEP1","M1",3.57833912571907
"KRT1","M1",3.57548584917458
"CPM","M3",3.57367721911367
"ADAM8","M3",3.5717400045203
"DEFA3","M3",3.57049163720454
"PLCB4","M1",3.56950869771166
"CLEC7A","M3",3.56852856533345
"RNASE8","M3",3.56756494374057
"C15orf2","M4",3.56579879200821
"SCG5","M3",3.56381603048537
"FLVCR2","M3",3.56213371198901
"PITX2","M1",3.56202435109932
"CTSS","M3",3.55396591943533
"MAL2","M3",3.54933918966092
"DOK2","M3",3.5423461389102
"TLR1","M3",3.53946740501037
"HP","M1",3.53829864136693
"NFIB","M1",3.53634197507255
"ELF3","M3",3.53582658863857
"RGN","M1",3.53433858149186
"SEMA3D","M1",3.53384438824341
"S100B","M1",3.5334628560499
"COL2A1","M3",3.52841206462887
"MCHR1","M3",3.5252617052717
"PKHD1L1","M1",3.52123701599334
"IGJ","M3",3.51818234377732
"HN1","M3",3.51249895788714
"MARCH4","M3",3.51150898459765
"BTNL9","M1",3.51095167176086
"FAM71A","M3",3.51011131990383
"PLCE1","M1",3.50948713845951
"ZNF683","M3",3.50829297355005
"LOC572558","M1",3.50690706385076
"GPM6A","M4",3.50453695919161
"NMUR1","M1",3.50194364738402
"SCGB1D2","M2",3.50058593264839
"SGSM1","M1",3.4993239832206
"FMNL1","M3",3.49833083967655
"IL28RA","M3",3.49387883606206
"SLC22A6","M4",3.49064042813633
"CENPM","M3",3.49045923014387
"HOXD3","M1",3.48813601012192
"MCAM","M1",3.48802310465334
"PLEKHH2","M1",3.48665154394043
"SORBS1","M1",3.48226801656085
"MAB21L1","M1",3.48212325269091
"CACNG6","M1",3.48183735572019
"FBLN1","M1",3.48127511398933
"LPAR5","M3",3.48094408239447
"PNPLA3","M3",3.48089720308783
"HES2","M3",3.48044942917204
"P2RY14","M1",3.47867215692219
"ZIC3","M3",3.47224417920054
"SCRG1","M1",3.47191604318194
"AOAH","M3",3.47132938662635
"TNNI2","M3",3.47117402192708
"CXCR3","M3",3.47000826231061
"KRT18","M3",3.46547859884025
"FCGR2A","M3",3.46488883350984
"AMIGO2","M1",3.46239090107354
"HSH2D","M3",3.46056860339787
"SLC7A5","M3",3.45955159981917
"TRIM54","M1",3.45751037541757
"RBM47","M3",3.45354526123881
"EEF1A2","M1",3.453449043315
"FBXO40","M1",3.45309998970029
"CORO1A","M3",3.45048655633149
"PLAC8","M3",3.44998868641873
"HBD","M1",3.44981274219565
"RSAD2","M3",3.44864905026997
"PDGFD","M1",3.44770756107057
"GDF15","M3",3.44540393093706
"MYOM3","M1",3.43812048985525
"C12orf69","M1",3.43775250221076
"NGFR","M1",3.43532750299955
"CCL26","M3",3.43436578495763
"AK5","M1",3.43435316300817
"CHST11","M3",3.43080086000184
"KLRC2","M3",3.42913857773082
"SCARA5","M1",3.42680898657966
"GAL3ST1","M1",3.42630642965252
"KIAA0894","M1",3.4259672858279
"FAM64A","M3",3.42449664319964
"ST6GAL2","M1",3.41207243160331
"RAMP2","M1",3.40572174762233
"MGAT4C","M1",3.40540472266609
"C5orf23","M1",3.40530079895366
"RBP2","M3",3.40433806632379
"CXCL16","M3",3.40373883254174
"DHRS9","M3",3.40021829091095
"KIAA2022","M1",3.39506184065806
"HES5","M1",3.39500907533697
"HPR","M1",3.39235278715735
"KLF15","M1",3.3885990508405
"KIF18B","M3",3.38710322844272
"FLJ11827","M3",3.38517082828284
"PTAFR","M3",3.38186320310291
"TNFRSF21","M3",3.37675672537064
"KLK10","M4",3.37646289679916
"S100A12","M3",3.37638116811355
"LGALS9C","M3",3.3762311486548
"ENPP5","M1",3.37575556038973
"LHX2","M3",3.37265662534753
"ZBTB16","M1",3.37121588620695
"JAM2","M1",3.36930587268318
"NAPSB","M3",3.3679259696546
"CD34","M1",3.36692285016071
"AS3MT","M1",3.36691674734151
"CYP3A4","M1",3.36197503335771
"RND1","M1",3.36051214957913
"CYP4X1","M1",3.35823043586738
"CYorf15A","M2",3.3574370877536
"PGBD5","M3",3.3538449413937
"SLA2","M3",3.35125599704471
"TCEAL2","M1",3.35099201824201
"BARX1","M1",3.35018915168573
"DUXAP10","M3",3.34878711223671
"SERPINI1","M1",3.34755230999243
"AOX1","M1",3.34744006401291
"DNASE2B","M3",3.34430290943554
"MYLK","M1",3.34394602240885
"EYA4","M1",3.34175842736807
"KIF20A","M3",3.34135164014291
"CASQ1","M1",3.3393867530856
"RGS20","M3",3.33702925543694
"ASPHD1","M3",3.33661969683534
"ISM1","M1",3.33622144741658
"TTK","M3",3.33615000738446
"PPAPDC1A","M3",3.3345097730695
"CYP4F12","M1",3.3340266019448
"FLJ41603","M1",3.33384226861414
"HK2","M3",3.33023114102928
"CAPG","M3",3.32877794699527
"FOXR1","M2",3.32759378465795
"CCL2","M3",3.32359274776041
"ZNF540","M1",3.32093215508308
"OTC","M1",3.32055193946791
"BLNK","M3",3.32016277376798
"EOMES","M3",3.31803330654455
"PKIB","M3",3.31717751929235
"RRM2","M3",3.31378904229729
"UBD","M3",3.31063305064353
"SERPINB2","M3",3.30855478357939
"GARNL3","M1",3.30793347621365
"KCNMA1","M1",3.30689745609716
"LCP1","M3",3.30114238397826
"DHRS7C","M1",3.30010102439241
"CRYBB1","M3",3.29969296171128
"ERBB4","M1",3.29891393677237
"NPHS2","M2",3.29803791219512
"MMP11","M3",3.29734798207055
"HEMGN","M3",3.2971544908373
"AGTR1","M1",3.29681804508451
"CFD","M1",3.29636734677999
"DSCAML1","M1",3.29218626671925
"RARRES2","M1",3.29168112540764
"CSF1R","M3",3.29033593854568
"MAGI2","M1",3.29007330620994
"DERL3","M3",3.28897088951335
"MAL","M1",3.28844142468697
"IFNG","M3",3.28442135366636
"PODN","M1",3.28014946450471
"OLFM4","M1",3.2785741612071
"FLNC","M1",3.27725563262226
"CDH15","M1",3.27706662370436
"WNT11","M1",3.27576978053004
"C6orf25","M3",3.27426932310473
"LOC389992","M3",3.2724007792695
"LOC644538","M1",3.27057487258688
"E2F7","M3",3.27026673254879
"NAP1L2","M1",3.26938072226884
"TNFSF4","M3",3.26934296445106
"S100A8","M3",3.26848834575393
"SFRP4","M4",3.26611871012021
"CXCL5","M3",3.26572837088034
"NPR1","M1",3.26549349721394
"SIGLEC8","M3",3.26384608135803
"OR52K3P","M3",3.26316939941912
"STXBP2","M3",3.26308065022446
"SIGLEC5","M3",3.26139530977574
"MS4A6A","M3",3.26135540120462
"TPD52L1","M1",3.26080265133696
"LOC283454","M3",3.25991689742612
"BTNL8","M3",3.25895348419646
"SCN2B","M4",3.25163540899382
"KRT18P30","M3",3.25029471935226
"FYB","M3",3.24936928165956
"HTR2A","M1",3.24780518532575
"ACVR1C","M1",3.2430208474102
"CH25H","M4",3.24223808918435
"TLR6","M3",3.24083930660587
"KCND2","M1",3.23847612185827
"RASD1","M1",3.23751869139093
"ARHGAP30","M3",3.23711572840252
"ZNF233","M3",3.23636033914905
"PCDH7","M1",3.23492510756412
"KCNS3","M1",3.22940811340236
"SASH3","M3",3.22605779827626
"DKFZP564O0823","M1",3.2255886771751
"C17orf87","M3",3.22525282098724
"C6orf141","M1",3.22512883753733
"NLGN4X","M1",3.22067873450865
"IL2RB","M3",3.21623920983999
"BUB1","M3",3.21246774482419
"RANBP3L","M1",3.20940372707498
"MATK","M3",3.20918612768011
"CLDN5","M1",3.20674540978147
"C13orf3","M3",3.20640387609755
"SMTNL2","M1",3.20608906997084
"F10","M1",3.20537503337703
"S100A1","M1",3.20415485113687
"KLF5","M1",3.20068280049955
"KIAA1161","M2",3.19965961633643
"LCN6","M1",3.19853730384025
"LIMCH1","M1",3.19831254164091
"PTPN7","M3",3.1958193411728
"CYBA","M3",3.19559856026059
"CCRL2","M3",3.19449115822158
"TCAP","M1",3.19079179048505
"KRT5","M2",3.19006720565212
"LOC729170","M1",3.18708547934017
"TCTEX1D1","M3",3.18585737228742
"SLC46A2","M3",3.18417481404983
"CCL13","M1",3.18229211750723
"WNT3A","M3",3.181372577087
"CKAP2L","M3",3.18104040258107
"WDFY4","M3",3.17937699155976
"FAM20A","M3",3.17747958496161
"SLC22A16","M3",3.17529258828065
"JPH2","M1",3.17358455056373
"TRPC6","M1",3.17273714993253
"C1QTNF2","M1",3.17271420624423
"CXCL3","M3",3.17203225337365
"ASCL2","M3",3.17198805354981
"GSTA5","M3",3.17170693943172
"C9orf61","M1",3.17136158137659
"ACPT","M3",3.17128249383352
"MAP1LC3C","M4",3.17079903480808
"RBM24","M1",3.17079856534484
"SERPINB3","M3",3.16370410130447
"CPA1","M1",3.16171436397407
"NCF4","M3",3.15983661803657
"ZNF521","M1",3.1576828302282
"RETN","M3",3.15715145357437
"ADAMTS1","M1",3.1565128768905
"AKR1B10","M1",3.15586740043637
"TMEM47","M1",3.15585533500609
"HLA-DQA2","M3",3.15507204446372
"RHBDL2","M3",3.15129711242302
"HMMR","M3",3.14957359307977
"CABP1","M1",3.14224382170046
"C21orf90","M5",3.14205783903952
"PAIP2B","M1",3.14097949620785
"ANPEP","M3",3.14060732954705
"CXCL2","M3",3.14038377490087
"IL1R2","M3",3.13819729635868
"MYEF2","M1",3.13727723603684
"LCN2","M3",3.1369390572368
"NPY5R","M1",3.13682591592498
"ST8SIA4","M3",3.13419149845626
"VAV1","M3",3.13312406390118
"LYRM5","M5",3.13146790761208
"SLC26A1","M3",3.12751947993412
"C18orf34","M1",3.12667034672098
"SLC6A20","M4",3.12560110183113
"TBXAS1","M3",3.12548098059237
"PYCR1","M3",3.12516990220512
"MARK1","M1",3.12381030868364
"IL8RB","M3",3.12316267109615
"FAM184A","M1",3.12179671399184
"KLRK1","M3",3.11970250270822
"CDO1","M1",3.11509922469505
"C3orf50","M1",3.1131846202789
"PROK2","M3",3.11236030665904
"RNASE6","M3",3.10895691057665
"SLC35F1","M1",3.10800098829647
"ZNF469","M3",3.10799947871558
"STAB2","M1",3.10535271392737
"CD52","M3",3.10348564324995
"CAP2","M1",3.10184909615479
"CBLN2","M3",3.09121353833599
"NLRP12","M3",3.09011123740516
"HHATL","M1",3.08882950393393
"LOC120376","M1",3.08628196322362
"LCP2","M3",3.08624449871932
"GALNTL2","M1",3.08579885949906
"PTPN6","M3",3.08222586867696
"GPRIN3","M3",3.08200765571404
"MEIS2","M1",3.08184690353253
"PRAMEF10","M2",3.08134202613755
"FIGN","M1",3.08132246037231
"WDR21C","M3",3.08067626512944
"CRYAB","M1",3.07976449120872
"EPHX2","M1",3.07914998884248
"FIGF","M1",3.07743068319181
"ACTA2","M1",3.07615370936799
"CCK","M3",3.076039612128
"SIGLEC15","M3",3.07570577160443
"SSTR1","M1",3.07324507803605
"POPDC3","M1",3.0731861350067
"GAFA3","M1",3.07250512706876
"SLC19A3","M1",3.07178483752361
"MUCL1","M2",3.07082549415284
"SLC7A7","M3",3.06885948706085
"NR4A3","M3",3.06880156261453
"C1orf162","M3",3.06612101407262
"CLEC12A","M3",3.06296729267652
"C17orf60","M3",3.06088134898287
"LIPE","M1",3.06068601546985
"MLC1","M3",3.05957717184613
"AMOT","M1",3.05873004594147
"C1orf167","M1",3.05642110053184
"PRKAG3","M1",3.05602152611189
"TNFRSF11B","M3",3.051845226565
"SEMA6A","M1",3.05144385567066
"AIM2","M3",3.05022526691128
"EVI2A","M3",3.04990757472607
"LOC440934","M3",3.04776215487071
"RAB3C","M1",3.04720763742793
"MAOA","M1",3.04151982905344
"TRIM55","M1",3.03885549332453
"SLCO2B1","M3",3.03870310340715
"RGS18","M3",3.03742017836975
"UPK1B","M3",3.0367130972928
"LAT2","M3",3.03274314450862
"CD69","M3",3.0320160588299
"MYLPF","M1",3.03056413700038
"MGC4294","M3",3.0285665184942
"MYO1F","M3",3.02479103769762
"ZBP1","M3",3.02110549118402
"LOC100128185","M5",3.0206405139233
"WWC1","M3",3.01826692488299
"TTYH1","M1",3.01742340169297
"FLRT3","M1",3.01672723525859
"CLEC4E","M3",3.01551644160319
"FILIP1","M1",3.01491644931834
"AQP1","M1",3.01436821836327
"EFHD1","M1",3.01084844503008
"FAM148B","M1",3.01052969219864
"MLLT11","M3",3.0098586415123
"KCNJ11","M1",3.00881260601389
"EPSTI1","M3",3.00789116412427
"RNF150","M3",3.00629650738851
"MRAP","M1",3.00601074875258
"IFI6","M3",3.0057626691375
"C7orf16","M3",3.00380324105487
"CBLN1","M1",3.00245922821814
"CD70","M3",3.00175679465485
"TIMP4","M1",3.00086779939795
"C1QTNF1","M1",3.00037744978368
"HAS2","M1",3.00000606255998
"G0S2","M3",2.99292283420784
"WDR69","M3",2.99055192029901
"DMRT2","M1",2.98926785128765
"VIPR1","M1",2.98799008263467
"DEF6","M3",2.98650132223818
"VWC2","M1",2.98612435406233
"C6orf124","M3",2.98594768598108
"PDPN","M3",2.98295700366582
"LRRC38","M1",2.98233701984867
"E2F8","M3",2.97934393538303
"PDE2A","M1",2.97825583853101
"ABCC9","M1",2.97707370280965
"PIK3CG","M3",2.97677345591025
"GRP","M3",2.9736027606124
"SYT12","M3",2.97113739778756
"C6orf168","M1",2.97110000966137
"ANKRD58","M3",2.97074678139652
"ATOH8","M1",2.97008138437511
"RNF43","M3",2.9693961637881
"BCAS1","M1",2.9692168916933
"XCL1","M3",2.96896972604644
"IL21R","M3",2.96870424548619
"SLC16A12","M4",2.96861809169613
"IGSF5","M2",2.96753384929929
"BIN2","M3",2.96707152995864
"CD37","M3",2.96558137074056
"CTD-2267G17.3","M1",2.96521501257974
"NEXN","M1",2.96460400351672
"KRT23","M3",2.96234632542519
"GRIN2D","M3",2.9619786323917
"S100P","M3",2.96028849154064
"TXLNB","M1",2.95968998347236
"IGHV1-69","M3",2.9592603828152
"GNLY","M3",2.95874582591387
"TMOD1","M1",2.95812751636292
"SVOP","M3",2.95704535627591
"FAM176A","M3",2.95585958719231
"SMOC2","M1",2.95448177458112
"LRRC4B","M3",2.95405745503441
"PI16","M1",2.95386111510926
"CYYR1","M1",2.95304465990636
"TBX2","M1",2.95146392616438
"NCRNA00087","M1",2.95127775726953
"SDC1","M3",2.94701726169333
"LAMC3","M3",2.94631419129713
"SGK1","M3",2.94604037526588
"FILIP1L","M1",2.9449494622098
"CHGB","M1",2.9443745801093
"GPR171","M3",2.94005606662282
"MS4A6E","M3",2.93969851165812
"KANK1","M1",2.93821661563189
"RBP4","M1",2.92994635673264
"FNDC5","M4",2.92513182572972
"PRPH","M1",2.92485900550751
"NETO2","M3",2.92190858010565
"FAM133A","M1",2.92177189870962
"FBXL16","M3",2.92128754529223
"FAM13C1","M1",2.91746079194549
"CSTA","M3",2.91590592581912
"BCL2L14","M3",2.91351142948298
"RAPH1","M3",2.91346155032447
"TNFRSF17","M3",2.91215910883194
"PTGER3","M1",2.91186610309649
"UBL4B","M3",2.9115750400905
"TNNT3","M1",2.9101301544095
"CLU","M1",2.90924094387702
"ASPM","M3",2.90779710942081
"LOC100131004","M1",2.90743948609049
"DPY19L2P2","M1",2.90616774941512
"MAMDC2","M1",2.90490130054912
"LOC392787","M1",2.90322463805234
"DLEU7","M1",2.90283196763504
"SRPX","M1",2.90215449696406
"CROCCL2","M2",2.90179974778283
"FOSB","M3",2.89995390335819
"DGKI","M3",2.89925960725183
"CAV3","M1",2.89804030227882
"CD33","M3",2.89733682102414
"LUZP2","M1",2.89559935806759
"CD8A","M3",2.89257635889351
"TARP","M3",2.89185867583779
"APOC4","M3",2.8914669458986
"EYA2","M3",2.88829379150997
"PPIF","M3",2.88684465209829
"GRAP2","M3",2.88636390904659
"HLA-DMB","M3",2.88581837613236
"CALB2","M1",2.88543310405674
"SOSTDC1","M1",2.88441774987225
"STMN2","M1",2.88433908494374
"PPP1R14C","M3",2.88363504850634
"LOC100131138","M1",2.88213308734581
"ID4","M1",2.88125752862158
"ITGB4","M1",2.8793744950138
"GPR132","M3",2.87833274406938
"LOC284244","M1",2.87703988950077
"LGALS9","M3",2.87585442011581
"LIPG","M3",2.87559003769952
"PRAMEF3","M2",2.87503361371048
"TMTC1","M1",2.87321152633233
"SLC7A14","M3",2.87256152671782
"LOC642929","M2",2.86914762315054
"ALOX15B","M3",2.86844979370079
"CACNA1H","M1",2.86825488555245
"TBX15","M1",2.86811749215647
"MRVI1","M1",2.86724338773198
"HLA-DRB6","M3",2.86705120801497
"SEMA3G","M1",2.86622169940755
"PDK4","M1",2.86491203873438
"EGFL6","M3",2.86262291879604
